"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"251","controller","src/controller/WizardStartPageController.java","1","44","Overridable method 'getFromNewListener' called during object construction","Design Rules","ConstructorCallsOverridableMethod"
"252","controller","src/controller/WizardStartPageController.java","1","45","Overridable method 'getFromCloneListener' called during object construction","Design Rules","ConstructorCallsOverridableMethod"
"253","controller","src/controller/WizardStartPageController.java","3","58","Local variable 'listener' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"254","controller","src/controller/WizardStartPageController.java","3","66","Avoid unnecessary constructors - the compiler will generate these for you","Controversial Rules","UnnecessaryConstructor"
"255","controller","src/controller/WizardStartPageController.java","3","66","Document empty constructor","Design Rules","UncommentedEmptyConstructor"
"256","controller","src/controller/WizardStartPageController.java","3","71","Avoid variables with short names like e","Naming Rules","ShortVariable"
"257","controller","src/controller/WizardStartPageController.java","3","71","Parameter 'e' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"258","controller","src/controller/WizardStartPageController.java","3","91","Avoid variables with short names like e","Naming Rules","ShortVariable"
"259","controller","src/controller/WizardStartPageController.java","3","91","Parameter 'e' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"260","controller","src/controller/WizardStartPageController.java","5","105","Found 'DD'-anomaly for variable 'canNext' (lines '105'-'110').","Controversial Rules","DataflowAnomalyAnalysis"
"261","controller","src/controller/WizardStartPageController.java","3","106","Avoid unnecessary comparisons in boolean expressions","Design Rules","SimplifyBooleanExpressions"
"262","controller","src/controller/WizardStartPageController.java","3","126","Avoid variables with short names like e","Naming Rules","ShortVariable"
"263","controller","src/controller/WizardStartPageController.java","3","126","Parameter 'e' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"264","controller","src/controller/WizardStartPageController.java","3","146","Avoid variables with short names like e","Naming Rules","ShortVariable"
"265","controller","src/controller/WizardStartPageController.java","3","146","Parameter 'e' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"266","controller","src/controller/WizardStartPageController.java","3","166","Assigning an Object to null is a code smell.  Consider refactoring.","Controversial Rules","NullAssignment"
"267","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","28","The class 'TestAlgorithm1' has a Cyclomatic Complexity of 3 (Highest = 14).","Code Size Rules","CyclomaticComplexity"
"268","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","30","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"269","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","30","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"270","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","31","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"271","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","31","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"272","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","32","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"273","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","32","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"274","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","33","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"275","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","33","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"276","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","34","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"277","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","41","The method 'update' has a Cyclomatic Complexity of 14.","Code Size Rules","CyclomaticComplexity"
"278","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","41","The method update() has an NPath complexity of 224","Code Size Rules","NPathComplexity"
"279","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","46","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"280","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","50","Avoid variables with short names like cs","Naming Rules","ShortVariable"
"281","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","50","Local variable 'cs' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"282","model.algorithms","src/model/algorithms/TestAlgorithm1.java","5","53","Found 'DD'-anomaly for variable 'sell' (lines '53'-'59').","Controversial Rules","DataflowAnomalyAnalysis"
"283","model.algorithms","src/model/algorithms/TestAlgorithm1.java","5","56","Found 'DD'-anomaly for variable 'last' (lines '56'-'52').","Controversial Rules","DataflowAnomalyAnalysis"
"284","model.algorithms","src/model/algorithms/TestAlgorithm1.java","5","56","Found 'DD'-anomaly for variable 'last' (lines '56'-'71').","Controversial Rules","DataflowAnomalyAnalysis"
"285","model.algorithms","src/model/algorithms/TestAlgorithm1.java","5","56","Found 'DU'-anomaly for variable 'last' (lines '56'-'97').","Controversial Rules","DataflowAnomalyAnalysis"
"286","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","59","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"287","model.algorithms","src/model/algorithms/TestAlgorithm1.java","5","70","Found 'DD'-anomaly for variable 'buy' (lines '70'-'75').","Controversial Rules","DataflowAnomalyAnalysis"
"288","model.algorithms","src/model/algorithms/TestAlgorithm1.java","5","71","Found 'DD'-anomaly for variable 'last' (lines '71'-'71').","Controversial Rules","DataflowAnomalyAnalysis"
"289","model.algorithms","src/model/algorithms/TestAlgorithm1.java","5","71","Found 'DU'-anomaly for variable 'last' (lines '71'-'97').","Controversial Rules","DataflowAnomalyAnalysis"
"290","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","74","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"291","model.algorithms","src/model/algorithms/TestAlgorithm1.java","5","75","Found 'DD'-anomaly for variable 'buy' (lines '75'-'75').","Controversial Rules","DataflowAnomalyAnalysis"
"292","model.algorithms","src/model/algorithms/TestAlgorithm1.java","5","76","Found 'DD'-anomaly for variable 'last' (lines '76'-'71').","Controversial Rules","DataflowAnomalyAnalysis"
"293","model.algorithms","src/model/algorithms/TestAlgorithm1.java","5","76","Found 'DU'-anomaly for variable 'last' (lines '76'-'97').","Controversial Rules","DataflowAnomalyAnalysis"
"294","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","82","Avoid excessively long variable names like firstStockBuyPrice","Naming Rules","LongVariable"
"295","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","82","Local variable 'firstStockBuyPrice' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"296","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","85","Local variable 'amount' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"297","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","87","Deeply nested if..then statements are hard to read","Design Rules","AvoidDeeplyNestedIfStmts"
"298","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","98","Parameter 'amount' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"299","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","98","Parameter 'stockPrices' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"300","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","114","Local variable 'doubleSettings' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"301","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","115","Consider simply returning the value vs storing it in local variable 'doubleSettings'","Design Rules","UnnecessaryLocalBeforeReturn"
"302","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","120","Local variable 'longSettings' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"303","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","127","Parameter 'doubleSettings' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"304","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","133","Parameter 'longSettings' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"305","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","144","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"306","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","144","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"307","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","149","Parameter 'robot' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"308","model.algorithms","src/model/algorithms/TestAlgorithm1.java","3","155","Avoid variables with short names like p","Naming Rules","ShortVariable"
"309","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","29","The class 'TestAlgorithm2' has a Cyclomatic Complexity of 2 (Highest = 12).","Code Size Rules","CyclomaticComplexity"
"310","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","31","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"311","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","31","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"312","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","32","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"313","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","32","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"314","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","33","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"315","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","33","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"316","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","34","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"317","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","34","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"318","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","35","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"319","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","43","The method 'update' has a Cyclomatic Complexity of 12.","Code Size Rules","CyclomaticComplexity"
"320","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","48","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"321","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","52","Avoid variables with short names like cs","Naming Rules","ShortVariable"
"322","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","52","Local variable 'cs' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"323","model.algorithms","src/model/algorithms/TestAlgorithm2.java","5","55","Found 'DD'-anomaly for variable 'sell' (lines '55'-'61').","Controversial Rules","DataflowAnomalyAnalysis"
"324","model.algorithms","src/model/algorithms/TestAlgorithm2.java","5","58","Found 'DD'-anomaly for variable 'last' (lines '58'-'54').","Controversial Rules","DataflowAnomalyAnalysis"
"325","model.algorithms","src/model/algorithms/TestAlgorithm2.java","5","58","Found 'DD'-anomaly for variable 'last' (lines '58'-'72').","Controversial Rules","DataflowAnomalyAnalysis"
"326","model.algorithms","src/model/algorithms/TestAlgorithm2.java","5","58","Found 'DU'-anomaly for variable 'last' (lines '58'-'93').","Controversial Rules","DataflowAnomalyAnalysis"
"327","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","61","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"328","model.algorithms","src/model/algorithms/TestAlgorithm2.java","5","71","Found 'DD'-anomaly for variable 'buy' (lines '71'-'75').","Controversial Rules","DataflowAnomalyAnalysis"
"329","model.algorithms","src/model/algorithms/TestAlgorithm2.java","5","72","Found 'DD'-anomaly for variable 'last' (lines '72'-'72').","Controversial Rules","DataflowAnomalyAnalysis"
"330","model.algorithms","src/model/algorithms/TestAlgorithm2.java","5","72","Found 'DU'-anomaly for variable 'last' (lines '72'-'93').","Controversial Rules","DataflowAnomalyAnalysis"
"331","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","74","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"332","model.algorithms","src/model/algorithms/TestAlgorithm2.java","5","75","Found 'DD'-anomaly for variable 'buy' (lines '75'-'75').","Controversial Rules","DataflowAnomalyAnalysis"
"333","model.algorithms","src/model/algorithms/TestAlgorithm2.java","5","76","Found 'DD'-anomaly for variable 'last' (lines '76'-'72').","Controversial Rules","DataflowAnomalyAnalysis"
"334","model.algorithms","src/model/algorithms/TestAlgorithm2.java","5","76","Found 'DU'-anomaly for variable 'last' (lines '76'-'93').","Controversial Rules","DataflowAnomalyAnalysis"
"335","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","82","Avoid excessively long variable names like firstStockBuyPrice","Naming Rules","LongVariable"
"336","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","82","Local variable 'firstStockBuyPrice' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"337","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","85","Local variable 'amount' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"338","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","94","Parameter 'amount' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"339","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","94","Parameter 'stockPrices' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"340","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","110","Local variable 'doubleSettings' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"341","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","111","Consider simply returning the value vs storing it in local variable 'doubleSettings'","Design Rules","UnnecessaryLocalBeforeReturn"
"342","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","116","Local variable 'longSettings' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"343","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","123","Parameter 'doubleSettings' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"344","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","129","Parameter 'longSettings' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"345","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","140","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"346","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","140","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"347","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","145","Parameter 'robot' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"348","model.algorithms","src/model/algorithms/TestAlgorithm2.java","3","151","Avoid variables with short names like p","Naming Rules","ShortVariable"
"349","model.algorithms.loader","src/model/algorithms/loader/PluginAlgortihmLoader.java","3","26","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"350","model.algorithms.loader","src/model/algorithms/loader/PluginAlgortihmLoader.java","3","26","Use explicit scoping instead of the default package private level","Controversial Rules","DefaultPackage"
"351","model.algorithms.loader","src/model/algorithms/loader/PluginAlgortihmLoader.java","3","29","Local variable 'algorithmNames' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"352","model.algorithms.loader","src/model/algorithms/loader/PluginAlgortihmLoader.java","3","39","Local variable 'pluginPath' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"353","model.algorithms.loader","src/model/algorithms/loader/PluginAlgortihmLoader.java","3","41","Local variable 'files' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"354","model.algorithms.loader","src/model/algorithms/loader/PluginAlgortihmLoader.java","5","42","Found 'DU'-anomaly for variable 'pluginLoader' (lines '42'-'63').","Controversial Rules","DataflowAnomalyAnalysis"
"355","model.algorithms.loader","src/model/algorithms/loader/PluginAlgortihmLoader.java","3","42","Local variable 'pluginLoader' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"356","model.algorithms.loader","src/model/algorithms/loader/PluginAlgortihmLoader.java","3","48","Avoid variables with short names like ny","Naming Rules","ShortVariable"
"357","model.algorithms.loader","src/model/algorithms/loader/PluginAlgortihmLoader.java","3","48","Local variable 'ny' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"358","model.algorithms.loader","src/model/algorithms/loader/PluginAlgortihmLoader.java","3","51","Avoid variables with short names like c","Naming Rules","ShortVariable"
"359","model.algorithms.loader","src/model/algorithms/loader/PluginAlgortihmLoader.java","3","59","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"360","model.algorithms.loader","src/model/algorithms/loader/PluginAlgortihmLoader.java","3","65","Parameter 'algorithmName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"361","model.algorithms.loader","src/model/algorithms/loader/PluginAlgortihmLoader.java","3","71","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"362","model.algorithms.loader","src/model/algorithms/loader/PluginAlgortihmLoader.java","3","74","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"363","model.algorithms.loader","src/model/algorithms/loader/PluginAlgortihmLoader.java","3","76","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"364","model.algorithms.loader","src/model/algorithms/loader/PluginAlgortihmLoader.java","3","88","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"365","model.algorithms.loader","src/model/algorithms/loader/PluginClassLoader.java","3","19","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"366","model.algorithms.loader","src/model/algorithms/loader/PluginClassLoader.java","3","20","Local variable 'data' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"367","model.algorithms.loader","src/model/algorithms/loader/PluginClassLoader.java","3","25","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"368","model.algorithms.loader","src/model/algorithms/loader/PluginClassLoader.java","3","26","Avoid variables with short names like f","Naming Rules","ShortVariable"
"369","model.algorithms.loader","src/model/algorithms/loader/PluginClassLoader.java","3","26","Local variable 'f' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"370","model.algorithms.loader","src/model/algorithms/loader/PluginClassLoader.java","3","27","Local variable 'classBuffer' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"371","model.algorithms.loader","src/model/algorithms/loader/PluginClassLoader.java","3","30","Local variable 'stream' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"372","model.algorithms.loader","src/model/algorithms/loader/PluginClassLoader.java","3","37","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"373","model.algorithms.loader","src/model/algorithms/loader/PluginClassLoader.java","3","39","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"374","model.portfolio","src/model/portfolio/IAlgorithm.java","3","49","Avoid variables with short names like p","Naming Rules","ShortVariable"
"375","model.portfolio","src/model/portfolio/IPortfolio.java","3","76","Avoid variables with short names like n","Naming Rules","ShortVariable"
"376","model.portfolio","src/model/portfolio/IPortfolioHandler.java","3","25","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"377","model.portfolio","src/model/portfolio/IPortfolioHandler.java","3","36","Avoid modifiers which are implied by the context","Controversial Rules","UnusedModifier"
"378","model.portfolio","src/model/portfolio/IPortfolioHandler.java","3","36","Avoid variables with short names like p","Naming Rules","ShortVariable"
"379","model.portfolio","src/model/portfolio/Portfolio.java","3","24","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"380","model.portfolio","src/model/portfolio/Portfolio.java","3","24","Private field 'portfolioTable' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"381","model.portfolio","src/model/portfolio/Portfolio.java","3","25","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"382","model.portfolio","src/model/portfolio/Portfolio.java","3","25","Private field 'jpaHelper' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"383","model.portfolio","src/model/portfolio/Portfolio.java","3","32","Parameter 'algorithm' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"384","model.portfolio","src/model/portfolio/Portfolio.java","3","32","Parameter 'portfolioTable' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"385","model.portfolio","src/model/portfolio/Portfolio.java","3","39","Avoid variables with short names like pt","Naming Rules","ShortVariable"
"386","model.portfolio","src/model/portfolio/Portfolio.java","3","39","Parameter 'pt' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"387","model.portfolio","src/model/portfolio/Portfolio.java","3","61","Parameter 'algorithm' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"388","model.portfolio","src/model/portfolio/Portfolio.java","3","82","Avoid variables with short names like n","Naming Rules","ShortVariable"
"389","model.portfolio","src/model/portfolio/Portfolio.java","3","82","Parameter 'n' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"390","model.portfolio","src/model/portfolio/Portfolio.java","3","116","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"391","model.portfolio","src/model/portfolio/Portfolio.java","3","117","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"392","model.portfolio","src/model/portfolio/Portfolio.java","3","117","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"393","model.portfolio","src/model/portfolio/Portfolio.java","3","119","Avoid using if...else statements without curly braces","Braces Rules","IfElseStmtsMustUseBraces"
"394","model.portfolio","src/model/portfolio/Portfolio.java","3","129","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"395","model.portfolio","src/model/portfolio/Portfolio.java","3","138","Avoid variables with short names like ph","Naming Rules","ShortVariable"
"396","model.portfolio","src/model/portfolio/Portfolio.java","3","138","Local variable 'ph' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"397","model.portfolio","src/model/portfolio/Portfolio.java","3","141","Local variable 'latest' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"398","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","31","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"399","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","31","Private field 'listOfPortfolios' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"400","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","32","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"401","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","32","Private field 'jpaHelper' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"402","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","33","Avoid excessively long variable names like propertyChangeSuport","Naming Rules","LongVariable"
"403","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","33","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"404","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","33","Private field 'propertyChangeSuport' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"405","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","34","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"406","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","34","Private field 'algorithmLoader' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"407","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","35","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"408","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","35","Private field 'robot' could be made final; it is only initialized in the declaration or constructor.","Design Rules","ImmutableField"
"409","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","38","Parameter 'robot' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"410","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","41","Local variable 'portfolioTables' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"411","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","45","Avoid variables with short names like p","Naming Rules","ShortVariable"
"412","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","45","Local variable 'p' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"413","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","51","Avoid variables with short names like pt","Naming Rules","ShortVariable"
"414","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","51","Parameter 'pt' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"415","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","52","Avoid variables with short names like p","Naming Rules","ShortVariable"
"416","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","52","Local variable 'p' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"417","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","54","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"418","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","55","Local variable 'algorithm' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"419","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","57","Avoid if (x != y) ..; else ..;","Design Rules","ConfusingTernary"
"420","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","83","Parameter 'name' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"421","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","84","Avoid variables with short names like pt","Naming Rules","ShortVariable"
"422","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","84","Local variable 'pt' could be declared final","Optimization Rules","LocalVariableCouldBeFinal"
"423","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","87","Avoid variables with short names like p","Naming Rules","ShortVariable"
"424","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","95","Parameter 'algorithmName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"425","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","95","Parameter 'p' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"426","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","110","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"427","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","140","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
"428","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","146","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"429","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","152","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"430","model.portfolio","src/model/portfolio/PortfolioHandler.java","3","153","A method should have only one exit point, and that should be the last statement in the method","Controversial Rules","OnlyOneReturn"
